name,birth_date,pesel,phone_number,city,address,email
Amelia Kwiatkowska,1989-01-14,89011401349,48693823355,Gdańsk,ul. Długa 89,amelia.kwiatkowska@gmail.com
Karolina Górska,1947-05-08,47050824549,48742465811,Łódź,Al. Wilanowska 55,karolina.górska@gmail.com
Amelia Rutkowska,1946-03-14,46031440062,48533870363,Poznań,Al. Jana III Sobieskiego 48,amelia.rutkowska@gmail.com
Aleksander Wojciechowski,1953-12-01,53120124831,48620312550,Kraków,ul. Grójecka 5,aleksander.wojciechowski@gmail.com
Cyprian Tomaszewski,1948-11-30,48113064319,48597553352,Warszawa,Al. Jana III Sobieskiego 55,cyprian.tomaszewski@gmail.com
Katarzyna Kaczmarek,1968-04-13,68041367023,48558609333,Warszawa,Al. Solidarności 16,katarzyna.kaczmarek@gmail.com
Alicja Pawłowska,1987-11-08,87110859708,48698954326,Kraków,ul. Krakowskie Przedmieście 58,alicja.pawłowska@gmail.com
Artur Król,1947-07-13,47071320657,48593799511,Gdańsk,Al. Stanów Zjednoczonych 64,artur.król@gmail.com
Halina Woźniak,1957-12-12,57121264264,48698091605,Kraków,ul. Długa 6,halina.woźniak@gmail.com
Joanna Majewska,1999-04-12,99041259500,48734367787,Kraków,ul. Złota 93,joanna.majewska@gmail.com
Marta Witkowska,1946-11-11,46111125160,48737734106,Warszawa,Al. Waszyngtona 12,marta.witkowska@gmail.com
Laura Woźniak,1971-08-13,71081397606,48754921902,Gdańsk,Al. Wilanowska 60,laura.woźniak@gmail.com
Aleksandra Olszewska,1971-06-15,71061574142,48801712786,Warszawa,Al. Wilanowska 95,aleksandra.olszewska@gmail.com
Grzegorz Wojciechowski,1954-07-31,54073176575,48736666757,Gdańsk,Al. Jana III Sobieskiego 18,grzegorz.wojciechowski@gmail.com
Irena Olszewska,1947-11-18,47111822842,48512181139,Warszawa,ul. Marszałkowska 93,irena.olszewska@gmail.com
Celina Dudek,1945-08-03,45080355765,48745946886,Poznań,ul. Świętokrzyska 27,celina.dudek@gmail.com
Karolina Pawlak,1977-03-22,77032208982,48542120847,Kraków,ul. Chmielna 38,karolina.pawlak@gmail.com
Eryk Kowalski,2006-03-27,06232747632,48668714410,Kraków,Al. Wilanowska 31,eryk.kowalski@gmail.com
Filip Woźniak,1958-06-28,58062804791,48543257872,Poznań,ul. Chmielna 30,filip.woźniak@gmail.com
Halina Wieczorek,1942-12-19,42121945080,48798003544,Kraków,Al. Krakowska 13,halina.wieczorek@gmail.com
Kazimiera Ostrowska,1986-10-28,86102877306,48684426556,Poznań,Al. Stanów Zjednoczonych 92,kazimiera.ostrowska@gmail.com
Dariusz Majewski,1971-09-02,71090252376,48731457466,Gdańsk,Al. Waszyngtona 70,dariusz.majewski@gmail.com
Damian Piotrowski,2005-07-21,05272125219,48607577696,Łódź,ul. Puławska 70,damian.piotrowski@gmail.com
Beata Wiśniewska,1974-10-24,74102404004,48819740049,Poznań,ul. Żwirki i Wigury 8,beata.wiśniewska@gmail.com
Artur Kaczmarek,1968-09-12,68091259976,48586063511,Łódź,ul. Chmielna 10,artur.kaczmarek@gmail.com
Bożena Jaworska,2004-08-02,04280207027,48815027661,Kraków,Al. Wilanowska 28,bożena.jaworska@gmail.com
Barbara Górska,1979-11-04,79110469968,48504846823,Gdańsk,ul. Wspólna 44,barbara.górska@gmail.com
Alicja Pawlak,1942-05-04,42050411724,48542893444,Łódź,ul. Piotrkowska 73,alicja.pawlak@gmail.com
Artur Jabłoński,1947-05-03,47050345671,48670561521,Kraków,ul. Żwirki i Wigury 100,artur.jabłoński@gmail.com
Kinga Rutkowska,1963-02-27,63022780442,48771363302,Kraków,Al. Niepodległości 46,kinga.rutkowska@gmail.com
Bogdan Wróbel,1962-05-24,62052427552,48580553279,Gdańsk,ul. Piotrkowska 50,bogdan.wróbel@gmail.com
Anna Kozłowska,1992-11-26,92112645280,48600310906,Gdańsk,Al. Jana III Sobieskiego 56,anna.kozłowska@gmail.com
Jolanta Wróbel,1982-10-01,82100189221,48587205284,Łódź,ul. Złota 51,jolanta.wróbel@gmail.com
Mariusz Olszewski,1953-02-01,53020130974,48630747550,Kraków,ul. Nowy Świat 22,mariusz.olszewski@gmail.com
Hanna Adamczyk,1988-09-17,88091784980,48788430965,Poznań,ul. Długa 32,hanna.adamczyk@gmail.com
Bartłomiej Pawłowski,1965-03-09,65030981956,48653258982,Gdańsk,ul. Jana Pawła II 74,bartłomiej.pawłowski@gmail.com
Elżbieta Grabowska,1996-06-03,96060304769,48603673198,Kraków,Al. Wilanowska 40,elżbieta.grabowska@gmail.com
Adam Michalski,1995-09-20,95092064333,48813529290,Kraków,ul. Grójecka 56,adam.michalski@gmail.com
Filip Witkowski,1949-08-25,49082597950,48816243210,Warszawa,ul. Marszałkowska 79,filip.witkowski@gmail.com
Janina Jankowska,1983-01-12,83011282928,48753621882,Łódź,Al. Zieleniecka 20,janina.jankowska@gmail.com
Magdalena Stępień,1989-04-20,89042099065,48579940921,Warszawa,Al. Prymasa Tysiąclecia 15,magdalena.stępień@gmail.com
Edward Michalak,1957-10-04,57100495892,48781158626,Łódź,ul. Targowa 39,edward.michalak@gmail.com
Mateusz Mazur,1984-07-06,84070666836,48793591907,Warszawa,ul. Jana Pawła II 16,mateusz.mazur@gmail.com
Jacek Dąbrowski,1960-10-10,60101037934,48710800829,Kraków,Al. Wilanowska 14,jacek.dąbrowski@gmail.com
Kacper Jaworski,1943-11-10,43111066752,48726583101,Kraków,Al. Prymasa Tysiąclecia 39,kacper.jaworski@gmail.com
Artur Wróbel,2006-05-26,06252660858,48652016604,Poznań,Al. Zieleniecka 13,artur.wróbel@gmail.com
Marianna Wróblewska,2001-02-18,01221856162,48543931932,Poznań,Al. Wilanowska 18,marianna.wróblewska@gmail.com
Izabela Górska,1968-06-30,68063028021,48804957597,Warszawa,Al. Wojska Polskiego 16,izabela.górska@gmail.com
Dariusz Olszewski,1954-08-16,54081604495,48532476347,Poznań,Al. Solidarności 17,dariusz.olszewski@gmail.com
Hanna Dudek,1979-05-13,79051321640,48523932406,Łódź,ul. Chmielna 16,hanna.dudek@gmail.com
Danuta Rutkowska,1983-03-08,83030884123,48787689347,Łódź,ul. Długa 22,danuta.rutkowska@gmail.com
Grażyna Kozłowska,2006-09-15,06291530208,48533339796,Kraków,ul. Jana Pawła II 79,grażyna.kozłowska@gmail.com
Jakub Nowak,1978-01-11,78011157152,48723514487,Kraków,Al. Krakowska 3,jakub.nowak@gmail.com
Celina Wróbel,1960-03-31,60033110240,48501070118,Warszawa,Al. Krakowska 9,celina.wróbel@gmail.com
Elżbieta Szewczyk,1963-04-28,63042839407,48675700332,Warszawa,Al. Prymasa Tysiąclecia 93,elżbieta.szewczyk@gmail.com
Edward Kwiatkowski,1987-12-19,87121923090,48527191313,Gdańsk,Al. Armii Ludowej 54,edward.kwiatkowski@gmail.com
Adam Nowak,1941-08-17,41081722458,48619414230,Kraków,ul. Grójecka 98,adam.nowak@gmail.com
Anna Olszewska,1942-06-29,42062952882,48700133679,Kraków,ul. Wspólna 79,anna.olszewska@gmail.com
Grażyna Grabowska,2005-12-23,05322347066,48766560867,Kraków,ul. Wspólna 97,grażyna.grabowska@gmail.com
Kinga Woźniak,1997-07-11,97071183345,48544341767,Kraków,ul. Chmielna 82,kinga.woźniak@gmail.com
Kajetan Witkowski,1957-07-07,57070717291,48511986740,Kraków,ul. Długa 12,kajetan.witkowski@gmail.com
Jerzy Adamczyk,1963-11-19,63111986179,48737433466,Warszawa,Al. Jerozolimskie 17,jerzy.adamczyk@gmail.com
Beata Olszewska,1987-07-19,87071994506,48637331290,Warszawa,ul. Puławska 63,beata.olszewska@gmail.com
Grzegorz Mazur,2003-08-17,03281707758,48554796324,Poznań,Al. Zieleniecka 96,grzegorz.mazur@gmail.com
Ewa Dąbrowska,1997-04-07,97040710686,48587949548,Łódź,ul. Nowy Świat 3,ewa.dąbrowska@gmail.com
Barbara Pawlak,1973-05-26,73052677502,48690780215,Warszawa,Al. Zieleniecka 84,barbara.pawlak@gmail.com
Emil Grabowski,1973-06-24,73062410054,48806183516,Łódź,Al. KEN 100,emil.grabowski@gmail.com
Gabriela Walczak,1949-06-07,49060713963,48578273955,Gdańsk,Al. Rzeczypospolitej 50,gabriela.walczak@gmail.com
Marek Zieliński,1994-01-05,94010583637,48792084161,Poznań,ul. Świętokrzyska 55,marek.zieliński@gmail.com
Celina Zielińska,1979-01-24,79012446421,48527288038,Poznań,ul. Krakowskie Przedmieście 68,celina.zielińska@gmail.com
Beata Kaczmarek,1961-05-24,61052442983,48555901695,Gdańsk,ul. Wspólna 64,beata.kaczmarek@gmail.com
Bartosz Rutkowski,2004-11-15,04311549492,48810001100,Kraków,ul. Jana Pawła II 91,bartosz.rutkowski@gmail.com
Mateusz Zieliński,1967-02-20,67022084599,48530460809,Łódź,Al. Zieleniecka 19,mateusz.zieliński@gmail.com
Emilia Tomaszewska,1973-03-28,73032856323,48752899109,Kraków,ul. Świętokrzyska 85,emilia.tomaszewska@gmail.com
Amelia Mazur,1975-01-15,75011521345,48713243328,Kraków,Al. Rzeczypospolitej 8,amelia.mazur@gmail.com
Andrzej Ostrowski,2003-08-02,03280205172,48647225841,Łódź,Al. Wilanowska 30,andrzej.ostrowski@gmail.com
Elżbieta Kowalczyk,1972-12-11,72121187849,48570260518,Łódź,Al. Stanów Zjednoczonych 33,elżbieta.kowalczyk@gmail.com
Filip Jankowski,1994-12-04,94120454698,48788898098,Poznań,ul. Wspólna 45,filip.jankowski@gmail.com
Helena Kowalczyk,1978-04-20,78042056422,48581349163,Poznań,ul. Długa 48,helena.kowalczyk@gmail.com
Franciszek Pawlak,1984-03-29,84032978898,48659328789,Poznań,Al. Wilanowska 24,franciszek.pawlak@gmail.com
Bartosz Wróblewski,1999-11-28,99112863850,48579861218,Warszawa,Al. Prymasa Tysiąclecia 28,bartosz.wróblewski@gmail.com
Adrian Pawłowski,1984-10-18,84101802017,48564524892,Kraków,Al. Wojska Polskiego 32,adrian.pawłowski@gmail.com
Julia Witkowska,2004-10-25,04302514809,48538545477,Gdańsk,ul. Targowa 91,julia.witkowska@gmail.com
Janina Jabłońska,2000-12-29,00322928587,48733004814,Kraków,Al. Jana III Sobieskiego 84,janina.jabłońska@gmail.com
Bartosz Kamiński,1956-09-16,56091603093,48569541384,Poznań,ul. Puławska 17,bartosz.kamiński@gmail.com
Aleksandra Sikora,2001-06-29,01262962369,48570223695,Łódź,Al. Waszyngtona 73,aleksandra.sikora@gmail.com
Ewa Dąbrowska,1964-11-24,64112459044,48702723160,Warszawa,ul. Marszałkowska 33,ewa.dąbrowska@gmail.com
Franciszek Kwiatkowski,1969-01-25,69012505716,48694507564,Poznań,ul. Świętokrzyska 49,franciszek.kwiatkowski@gmail.com
Kamila Kamińska,1967-08-06,67080668184,48649049962,Poznań,Al. KEN 11,kamila.kamińska@gmail.com
Damian Ostrowski,1950-08-07,50080765777,48589337632,Kraków,Al. Rzeczypospolitej 45,damian.ostrowski@gmail.com
Eryk Kowalski,1940-05-23,40052347733,48812331253,Gdańsk,ul. Jana Pawła II 60,eryk.kowalski@gmail.com
Irena Dudek,1975-05-13,75051394882,48580182225,Gdańsk,ul. Puławska 65,irena.dudek@gmail.com
Krystyna Dąbrowska,1985-06-25,85062543841,48817795057,Łódź,ul. Jana Pawła II 33,krystyna.dąbrowska@gmail.com
